table_name,column_name,description,semantic_status,note
tenant_subscriptions,last_reminder_days,"MỐC NHẮC ĐÃ GỬI, tính bằng số ngày còn lại tại lần nhắc đó.",VERIFIED,"KHÔNG phải số ngày còn lại hiện tại. Các mốc là (7, 3, 1) ngày; cột giữ mốc gần nhất đã gửi để không nhắc trùng, và về NULL khi mở kỳ hạn mới"
tenant_storage,tenant_id,"Tổ chức sở hữu bộ đếm. Vừa là khoá chính vừa là khoá ngoại, nên mỗi tổ chức có tối đa MỘT dòng.",VERIFIED,
tenant_storage,bytes_used,Số byte ĐÃ nằm trên đĩa theo bộ đếm — phần đã quyết toán.,VERIFIED,"CHECK ck_tenant_storage_not_negative cấm giá trị âm — bộ đếm không tụt xuống dưới 0 dù lượt gỡ có trừ quá tay. Khác `storage_reservations.bytes` (đang giữ chỗ, chưa chạm đĩa). Là bản gần đúng cho tốc độ: sự thật là lượt đi bộ đĩa, và `reconcile()` ghi đè theo đĩa khi lệch"
tenant_storage,reconciled_at,Lần gần nhất bộ đếm được dựng lại từ lượt đi bộ đĩa thật.,VERIFIED,"Lượt đối chiếu đếm ba nguồn tính phí: cây `features/`, kho `raw/`, và video thô quy chủ theo hàng `raw_uploads`"
tenant_storage,updated_at,Thời điểm bộ đếm thay đổi gần nhất.,VERIFIED,
storage_reservations,reservation_id,Định danh một khoản giữ chỗ đang bay.,VERIFIED,"Có định danh chứ không phải một cột đếm, và đó là điểm mấu chốt: một tiến trình chết giữa chừng để lại khoản treo phân biệt được với lượt tải đang chạy thật"
storage_reservations,tenant_id,Tổ chức mà khoản giữ chỗ thuộc về.,VERIFIED,
storage_reservations,bytes,Số byte tạm giữ cho một lượt ghi CHƯA hoàn tất.,VERIFIED,"CHECK ck_storage_reservations_not_negative cấm giá trị âm. Phép nhận việc hỏi `đã dùng + đang giữ chỗ + sắp tới <= trần`, nên tổng các khoản này tham gia quyết định hạn mức dù chưa byte nào chạm đĩa. Đây là cách chống đua khi nhiều lượt tải cùng lúc"
storage_reservations,created_at,Thời điểm giữ chỗ.,VERIFIED,
storage_reservations,expires_at,Thời điểm khoản giữ chỗ hết hiệu lực.,VERIFIED,"Khoản quá hạn KHÔNG còn tính vào tổng đang giữ, kể cả trước khi lượt quét dọn nó — nếu không, một tiến trình chết sẽ giam chỗ của tổ chức tới hôm sau"
tenant_usage_daily,tenant_id,Tổ chức của số đo.,VERIFIED,
tenant_usage_daily,usage_date,"Ngày của số đo, theo **UTC**.",VERIFIED,Lượt gộp lấy ngày hôm qua theo `datetime.now(timezone.utc)`
tenant_usage_daily,metric,"Tên chỉ số: `samples_created`, `raw_uploads_created`, `training_jobs_started`, `training_seconds`, `storage_mb`, `active_users`.",VERIFIED,"Đo trên sản xuất, khớp `usage._ROLLUPS`"
tenant_usage_daily,value,Giá trị chỉ số của ngày đó.,VERIFIED,"Bảng này phục vụ BÁO CÁO, không phải cưỡng chế: `plans.check_quota` đếm thẳng trên bảng nguồn chứ không đọc ở đây. `storage_mb` là số đo TẠI THỜI ĐIỂM, nên cộng dồn nhiều ngày lại là vô nghĩa — `usage_totals` lấy giá trị cuối"
tenant_usage_daily,computed_at,Thời điểm số đo được tính.,VERIFIED,"Mọi câu gộp là `INSERT ... ON CONFLICT DO UPDATE`, nên chạy lại cùng một ngày cho ra đúng một kết quả"
event_outbox,event_id,Định danh một sự kiện trong sổ phát.,VERIFIED,
event_outbox,tenant_id,Tổ chức phát sinh sự kiện; NULL với sự kiện cấp nền tảng.,VERIFIED,
event_outbox,event_type_code,Mã loại sự kiện.,VERIFIED,"CHECK ck_event_outbox_type_not_blank cấm chuỗi rỗng. Thuộc KHÔNG GIAN TÊN sự kiện NỘI BỘ, không đồng nhất với `webhook_deliveries.event_type` (không gian nghiệp vụ, khai ở `webhooks.EVENT_TYPES`). Hiện chỉ có `authorization.policy.changed`, dùng để vô hiệu hoá bộ nhớ đệm quyền giữa các tiến trình API. Đường webhook KHÔNG đọc bảng này: `deliver_webhooks` chỉ quét `webhook_deliveries`"
event_outbox,payload,"Dữ liệu kèm sự kiện, dạng JSON.",VERIFIED,
event_outbox,occurred_at,Thời điểm sự kiện XẢY RA — mốc mà mỗi tiến trình đọc dùng để biết mình đã nạp tới đâu.,VERIFIED,"Đây là cột thực sự điều khiển cơ chế hiện tại, không phải `dispatch_status`"
event_outbox,created_at,Thời điểm ghi dòng.,VERIFIED,
event_outbox,dispatch_status,"Trạng thái phát, mặc định `PENDING`.",NEEDS_REVIEW,"MIỀN CHO PHÉP do ck_event_outbox_status quy định: PENDING, IN_FLIGHT, DONE, FAILED. Miền thì biết, NGƯỜI GHI thì không: không đường mã hiện hành nào đặt cột này. Vòng đời dự kiến — ai chuyển sang IN_FLIGHT/DONE/FAILED — cần tác giả xác nhận"
event_outbox,attempts,Số lần thử phát.,NEEDS_REVIEW,CHECK ck_event_outbox_attempts cấm giá trị âm. Không đường mã hiện hành nào TĂNG cột này; `policy_invalidator` không đếm số lần thử
event_outbox,available_at,Thời điểm sớm nhất được thử phát lại.,NEEDS_REVIEW,Chưa có đường đọc lẫn đường ghi hiện hành. Ngữ nghĩa xếp lịch — cột này chặn lượt thử lại theo cách nào — chưa xác nhận
event_outbox,processed_at,Thời điểm sự kiện được xử lý xong.,NEEDS_REVIEW,"Bộ đọc hiện hành CỐ Ý không đánh dấu cột này, và lý do nằm trong mã: sự kiện được PHÁT TOẢ cho nhiều tiến trình API, nên tiến trình đầu tiên đánh dấu sẽ 'tiêu thụ' mất sự kiện và các tiến trình còn lại không bao giờ thấy nó. Ngữ nghĩa 'một người tiêu thụ đã xong' trong thiết kế outbox đầy đủ chưa được triển khai và chưa xác nhận"
event_outbox,last_error,Lỗi của lần phát gần nhất.,NEEDS_REVIEW,Không đường mã hiện hành nào ghi cột này. Nguồn lỗi và thời điểm ghi chưa xác nhận
google_sheets_sync_status,id,Định danh dòng trạng thái đồng bộ.,LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`.
google_sheets_sync_status,table_name,Bảng nguồn mà con trỏ này theo dõi.,LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`.
google_sheets_sync_status,current_spreadsheet_id,Định danh **bảng tính Google** đang được ghi vào — không phải thư mục Drive.,LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`.
google_sheets_sync_status,current_sheet_index,"Chỉ số trang tính hiện tại, đếm từ 1.",LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`. Mặc định 1; quy ước đánh số của cơ chế cũ chưa xác nhận được độc lập — không caller nào còn lại để chứng minh
google_sheets_sync_status,current_data_rows,Số dòng dữ liệu đã ghi trong trang tính hiện tại.,LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`.
google_sheets_sync_status,max_rows_per_sheet,Ngưỡng dòng mỗi trang tính trước khi chuyển trang; mặc định 500.000.,NEEDS_REVIEW,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`. Chưa xác nhận đây là ngưỡng an toàn nội bộ hay giới hạn của Google Sheets
google_sheets_sync_status,updated_at,Thời điểm con trỏ được cập nhật gần nhất.,LEGACY,Con trỏ của cơ chế đồng bộ CŨ. `get_sync_status`/`upsert_sync_status` không còn đường gọi nào; quan sát tại lượt rà 26/08/2026: hàng duy nhất (`samples`) đứng yên từ 11/07/2026 trong khi lượt export vẫn chạy và theo dõi vị trí bằng tệp mốc `.samples_sheet.synced`.
notifications,notification_id,Định danh thông báo.,VERIFIED,
notifications,tenant_id,Ngữ cảnh tổ chức của thông báo.,VERIFIED,"Bất biến NGHIỆP VỤ 'người nhận thuộc tổ chức này' KHÔNG được khoá ngoại cưỡng chế: hai khoá ngoại tới `tenants` và `users` là riêng rẽ, không có khoá ghép nối chúng. Và `notifications.notify()` cũng không kiểm tư cách thành viên — người gọi cung cấp cả hai giá trị. Hậu quả dưới RLS là mất im lặng chứ không phải rò rỉ: một dòng gắn nhầm tổ chức sẽ VÔ HÌNH với chính người nhận. Một khoá ngoại ghép sang `users` cũng không giải được, vì một người có thể thuộc nhiều tổ chức — thẩm quyền nằm ở Membership"
notifications,user_id,Tài khoản NHẬN thông báo.,VERIFIED,
notifications,kind,Loại thông báo.,VERIFIED,"Đo trên sản xuất: `security`, `support`"
notifications,title,Tiêu đề thông báo.,VERIFIED,
notifications,body,Nội dung thông báo.,VERIFIED,
notifications,link,Đường dẫn trong ứng dụng để người nhận mở thứ liên quan.,VERIFIED,
notifications,severity,"Mức độ nghiêm trọng: `info`, `success`, `warning` hoặc `critical`.",VERIFIED,MIỀN CHO PHÉP do notifications_severity_valid quy định. QUAN SÁT trên sản xuất: hiện chỉ có `info` và `critical`
notifications,read_at,Thời điểm người nhận đã đọc; NULL khi chưa đọc.,VERIFIED,
notifications,created_at,Thời điểm phát thông báo.,VERIFIED,
platform_settings,key,Khoá cấu hình cấp nền tảng.,VERIFIED,"Danh sách trắng ở `platform_settings.EDITABLE`, không phải bảng tự do: mỗi khoá khai kiểu, khoảng giá trị và nhãn"
platform_settings,value,"Giá trị cấu hình, lưu dưới dạng VĂN BẢN.",VERIFIED,Kiểu thật do `EDITABLE[key]['type']` quy định và được kiểm khoảng khi ghi; cột chỉ là nơi chứa
platform_settings,updated_by,Tài khoản sửa cấu hình gần nhất.,VERIFIED,
platform_settings,updated_at,Thời điểm sửa gần nhất.,VERIFIED,
schema_migrations,version,Phiên bản lược đồ mà lượt áp này đưa cơ sở dữ liệu tới.,VERIFIED,"Cùng với `applied_at` tạo thành khoá chính, nên MỘT phiên bản có NHIỀU dòng: mỗi lượt chạy migration đóng một dấu mới. Bảng là LỊCH SỬ ÁP, không phải trạng thái hiện tại"
schema_migrations,applied_at,Thời điểm lượt áp.,VERIFIED,
schema_migrations,applied_by,Vai cơ sở dữ liệu đã chạy lượt áp.,VERIFIED,"Lấy bằng `SELECT current_user`, nên là danh tính CSDL chứ không phải tài khoản ứng dụng"
schema_migrations,applied_on,Danh tính MÁY đã chạy lệnh.,VERIFIED,"Danh tính máy chạy lượt áp, lấy từ biến môi trường của môi trường triển khai; dùng làm xuất xứ của lượt áp. Khi một lượt migration chạy từ chỗ không ai ngờ, cột này là thứ nói ra điều đó"
schema_migrations,note,Ghi chú người vận hành kèm lượt áp.,VERIFIED,
schema_migrations,migration_checksum,Băm SHA-256 của payload migration theo chiều NÂNG CẤP (forward/up) của phiên bản ấy.,VERIFIED,"Sinh ra để phát hiện việc SỬA một migration ĐÃ ÁP. `storage.schema_version.assert_startup_compatible` (gọi từ `app/db.py` lúc khởi động) ném khi checksum LỆCH, nên backend từ chối khởi động — fail-closed. Checksum THIẾU thì chỉ cảnh báo, vì chính lượt triển khai mang cột này lên sẽ tự làm sập sản xuất nếu chặn; đường chặn cho trường hợp ấy nằm ở `app.cli.migrate`, chạy TRƯỚC khi stack lên. Giá trị NULL KHÔNG được tự điền — 'nếu NULL thì ghi giá trị hiện tại' sẽ khiến một migration đã bị sửa tự hợp thức hoá; xác nhận một lần bằng `--adopt-checksum`"
support_tickets,ticket_id,Định danh phiếu hỗ trợ.,VERIFIED,
support_tickets,tenant_id,Tổ chức giữ phiếu.,VERIFIED,Nội dung phiếu là dữ liệu của tenant; thư báo chỉ gửi cho quản trị viên của CHÍNH tổ chức ấy
support_tickets,user_id,Tài khoản đã MỞ phiếu.,VERIFIED,Khác người viết từng tin nhắn trong phiếu
support_tickets,subject,Tiêu đề phiếu.,VERIFIED,
support_tickets,category,"Phân loại phiếu: `account`, `billing`, `data`, `bug` hoặc `other`.",VERIFIED,MIỀN CHO PHÉP do support_tickets_category_valid quy định. SỬA LẠI phát biểu cũ: CSDL CÓ ràng tập này
support_tickets,status,"Trạng thái phiếu: `open`, `pending`, `resolved` hoặc `closed`.",VERIFIED,"MIỀN CHO PHÉP do support_tickets_status_valid quy định — BỐN giá trị, kể cả `closed`. QUAN SÁT trên sản xuất mới chỉ thấy ba giá trị đầu"
support_tickets,priority,"Mức ưu tiên phiếu: `low`, `normal`, `high` hoặc `urgent`.",VERIFIED,MIỀN CHO PHÉP do support_tickets_priority_valid quy định. SỬA LẠI phát biểu cũ: CSDL CÓ ràng tập này
support_tickets,created_at,Thời điểm mở phiếu.,VERIFIED,
support_tickets,updated_at,Thời điểm cập nhật gần nhất.,VERIFIED,
support_tickets,resolved_at,Mốc thời gian liên quan tới việc hoàn tất xử lý phiếu.,NEEDS_REVIEW,"CSDL KHÔNG ràng cột này với `status = 'resolved'` cũng không với `'closed'` — mà miền cho phép cả hai là hai trạng thái riêng. Đường ghi nào đặt cột này, và nó ứng với trạng thái nào, cần xác nhận"
support_messages,message_id,Định danh tin nhắn trong phiếu.,VERIFIED,
support_messages,tenant_id,Tổ chức giữ tin nhắn.,VERIFIED,Không dư thừa dù suy được qua phiếu: đây là phạm vi TRỰC TIẾP mà RLS bám vào
support_messages,ticket_id,Phiếu chứa tin nhắn này.,VERIFIED,
support_messages,author_id,Tài khoản viết tin nhắn; NULL khi tác giả không phải người.,VERIFIED,
support_messages,author_label,"Nhãn tác giả, chụp lại TẠI THỜI ĐIỂM GỬI.",VERIFIED,"Không chạy theo tên hiện tại: một cuộc trao đổi hỗ trợ là bằng chứng lịch sử, và đọc lại phiếu cũ theo tên mới sẽ thấy những cái tên chưa từng tồn tại vào lúc đó"
support_messages,is_staff,Người GỬI có phải nhân viên hỗ trợ tại thời điểm gửi hay không.,VERIFIED,"Đóng băng theo vai lúc GỬI, không lúc đọc: một người từng là quản trị viên rồi thôi vai không làm câu trả lời cũ của họ thành câu của người dùng thường. KHÔNG phải cột nghỉ hưu — vẫn được ghi ở mọi tin nhắn mới. CHECK ck_support_author_kind_matches là BẤT BIẾN HAI CỘT dạng tương đương: (author_kind = 'staff') = is_staff, nên hai cột không thể bất đồng và `bot` bắt buộc có is_staff = false"
support_messages,author_kind,"Loại tác giả: `user`, `staff` hoặc `bot`.",VERIFIED,"MIỀN CHO PHÉP do ck_support_author_kind quy định: user, staff, bot. Thêm sau `is_staff` và được lấp ngược từ cột ấy cho dòng cũ. Diễn đạt được thứ `is_staff` không diễn đạt nổi — `bot` — nên nó là nguồn chuẩn khi cần phân biệt ba loại; `admin_attention` dùng nó để bỏ qua tin của bot. CSDL còn buộc hai cột KHÔNG được bất đồng: xem ck_support_author_kind_matches ở `is_staff`"
support_messages,body,Nội dung tin nhắn.,VERIFIED,
support_messages,created_at,Thời điểm gửi tin nhắn.,VERIFIED,
webhook_deliveries,delivery_id,Định danh một lượt giao.,VERIFIED,
webhook_deliveries,tenant_id,Tổ chức sở hữu lượt giao.,VERIFIED,
webhook_deliveries,endpoint_id,Endpoint đích của lượt giao.,VERIFIED,Xoá endpoint thì lịch sử giao của nó đi theo (CASCADE)
webhook_deliveries,event_type,Loại sự kiện nghiệp vụ được giao.,VERIFIED,"Tập riêng ở `webhooks.EVENT_TYPES` (sample.created, training.completed, …). KHÁC `event_outbox.event_type_code`, vốn là tín hiệu nội bộ"
webhook_deliveries,payload,"Thân yêu cầu sẽ gửi tới endpoint, dạng JSON.",VERIFIED,
webhook_deliveries,status,"Trạng thái giao: `pending`, `delivered`, `failed` hoặc `dropped`.",VERIFIED,"MIỀN CHO PHÉP do ck_webhook_deliveries_status quy định — BỐN giá trị, kể cả `dropped` mà mô tả cũ bỏ sót. `failed` chỉ đặt khi đã CẠN số lần thử; trước đó lượt giao vẫn là `pending`"
webhook_deliveries,attempts,Số lần đã thử giao. 0 nghĩa là CHƯA gửi lần nào.,VERIFIED,
webhook_deliveries,last_status_code,Mã HTTP của lần thử gần nhất; NULL khi lỗi mạng hoặc hết giờ.,VERIFIED,
webhook_deliveries,last_error,"Mô tả lỗi của lần thử gần nhất, cắt còn 500 ký tự.",VERIFIED,
webhook_deliveries,next_attempt_at,Thời điểm sớm nhất được thử lại.,VERIFIED,"Lịch chờ CỐ ĐỊNH tính bằng phút, `webhooks.RETRY_SCHEDULE_MINUTES = (1, 5, 25, 125)`, và `MAX_ATTEMPTS = len(...) + 1 = 5`. Không có jitter. Đây là chính sách RUNTIME, lược đồ không cưỡng chế gì"
webhook_deliveries,delivered_at,Thời điểm giao thành công; NULL khi chưa thành công.,VERIFIED,
webhook_deliveries,created_at,Thời điểm xếp lượt giao vào hàng.,VERIFIED,"Lượt giao được XẾP HÀNG trong request (chỉ một câu INSERT), còn việc gửi chạy ở tác vụ nền `saas_tasks.deliver_webhooks`, lịch beat mỗi phút. Nên độ trễ của endpoint khách hàng KHÔNG cộng vào thời gian chờ của thao tác nghiệp vụ đã xếp hàng — nó chiếm thời gian của worker giao. Khoảng cách created_at → lần thử đầu vì thế tối đa khoảng một phút"
webhook_endpoints,endpoint_id,Định danh endpoint.,VERIFIED,
webhook_endpoints,tenant_id,Tổ chức sở hữu endpoint.,VERIFIED,
webhook_endpoints,url,Địa chỉ HTTP nhận sự kiện.,VERIFIED,
webhook_endpoints,secret,"Bí mật ký webhook, lưu ở dạng KHÔNG mã hoá (`whsec_` + 32 byte ngẫu nhiên).",VERIFIED,"HMAC-SHA256 cần khoá KHÔI PHỤC ĐƯỢC nên không thể chỉ lưu băm một chiều — nhưng điều đó KHÔNG đòi lưu thô: `user_totp.secret_enc` cũng khôi phục được mà vẫn mã hoá bằng Fernet. Điểm riêng của cột này là bí mật đối xứng lưu KHÔNG mã hoá, và đó là vấn đề gia cố được ghi riêng ở docs/10-issues/KNOWN_ISSUES.md, không phải yêu cầu của HMAC. Đường đọc đã kiểm: `webhooks.create_endpoint` trả bí mật đúng MỘT lần lúc tạo; `webhooks.list_endpoints` loại cột này ngay ở câu SELECT nên nó không rời khỏi CSDL"
webhook_endpoints,event_types,Các loại sự kiện endpoint này đăng ký nhận.,NEEDS_REVIEW,Cách biểu diễn nhiều loại và ý nghĩa của ký tự đại diện chưa xác nhận
webhook_endpoints,is_active,Endpoint còn nhận sự kiện hay không.,VERIFIED,Lượt quét giao chỉ lấy lượt chờ của endpoint đang bật
webhook_endpoints,description,Mô tả endpoint do người vận hành đặt.,VERIFIED,
webhook_endpoints,created_by,Tài khoản đã tạo endpoint.,VERIFIED,
webhook_endpoints,created_at,Thời điểm tạo endpoint.,VERIFIED,
webhook_endpoints,last_success_at,Lần giao thành công gần nhất.,VERIFIED,
webhook_endpoints,last_failure_at,Lần giao thất bại gần nhất.,VERIFIED,
webhook_endpoints,failure_streak,Số lần hỏng LIÊN TIẾP; về 0 ngay khi có một lượt giao thành công.,VERIFIED,
webhook_endpoints,disabled_at,Thời điểm endpoint bị tắt.,VERIFIED,"Tự tắt khi `failure_streak` chạm `webhooks.FAILURE_STREAK_LIMIT = 20` — ngắt mạch để một endpoint chết không kéo hàng đợi mãi. Chính sách runtime, không phải ràng buộc lược đồ"
webhook_endpoints,disabled_reason,Lý do endpoint bị tắt.,VERIFIED,
